"id","artist","artist_wikilink","birthplace","birth_osm","residence","res_osm","birthyear","band"
"2009_4_2","Star Pilots","sv.wikipedia.org/wiki/Star_Pilots","Stockholm","{\""place_id\"":\""125949\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""25929985\"",\""boundingbox\"":[\""59.1651172\"",\""59.4851172\"",\""17.9110935\"",\""18.2310935\""],\""lat\"":\""59.3251172\"",\""lon\"":\""18.0710935\"",\""display_name\"":\""Stockholm, Stockholms län, Landskapet Uppland, Stockholms län, Svealand, Sweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.57740567145506,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","Stockholm","{\""place_id\"":\""125949\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""25929985\"",\""boundingbox\"":[\""59.1651172\"",\""59.4851172\"",\""17.9110935\"",\""18.2310935\""],\""lat\"":\""59.3251172\"",\""lon\"":\""18.0710935\"",\""display_name\"":\""Stockholm, Stockholms län, Landskapet Uppland, Stockholms län, Svealand, Sweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.57740567145506,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","2008","1"
"2009_4_3","Susanne Alfvengren","sv.wikipedia.org/wiki/Susanne_Alfvengren","Visby","{\""place_id\"":\""142496\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""27150427\"",\""boundingbox\"":[\""57.5979361\"",\""57.6779361\"",\""18.257982\"",\""18.337982\""],\""lat\"":\""57.6379361\"",\""lon\"":\""18.297982\"",\""display_name\"":\""Visby, Gotland, Gotland County, Gotlands län, Götaland, Territorial waters of Gotland\"",\""class\"":\""place\"",\""type\"":\""town\"",\""importance\"":0.6466867293481,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_town.p.20.png\""}","VISBY","{\""place_id\"":\""142496\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""27150427\"",\""boundingbox\"":[\""57.5979361\"",\""57.6779361\"",\""18.257982\"",\""18.337982\""],\""lat\"":\""57.6379361\"",\""lon\"":\""18.297982\"",\""display_name\"":\""Visby, Gotland, Gotland County, Gotlands län, Götaland, Territorial waters of Gotland\"",\""class\"":\""place\"",\""type\"":\""town\"",\""importance\"":0.6366867293481,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_town.p.20.png\""}","1959","0"
"2009_4_4","Anna Sahlene & Maria Haukaas Storeng","sv.wikipedia.org/wiki/Anna_Sahlene & sv.wikipedia.org/wiki/Maria_Haukaas_Storeng","Sandarne","{\""place_id\"":\""3238658\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""367887076\"",\""boundingbox\"":[\""61.2394925\"",\""61.2794925\"",\""17.1435332\"",\""17.1835332\""],\""lat\"":\""61.2594925\"",\""lon\"":\""17.1635332\"",\""display_name\"":\""Sandarne, Söderhamn, Gävleborgs län, Landskapet Hälsingland, Gävleborgs län, Norrland, Sweden\"",\""class\"":\""place\"",\""type\"":\""village\"",\""importance\"":0.39224092420522,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_village.p.20.png\""}","Stockholm","{\""place_id\"":\""125949\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""25929985\"",\""boundingbox\"":[\""59.1651172\"",\""59.4851172\"",\""17.9110935\"",\""18.2310935\""],\""lat\"":\""59.3251172\"",\""lon\"":\""18.0710935\"",\""display_name\"":\""Stockholm, Stockholms län, Landskapet Uppland, Stockholms län, Svealand, Sweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.57740567145506,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","1976","0"
"2009_4_5","Thorleifs","sv.wikipedia.org/wiki/Thorleifs","Norrhult","{\""place_id\"":\""17883056\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""1764086499\"",\""boundingbox\"":[\""57.1235612\"",\""57.1236612\"",\""15.1706834\"",\""15.1707834\""],\""lat\"":\""57.1236112\"",\""lon\"":\""15.1707334\"",\""display_name\"":\""Norrhult, Norrhult-Klavreström, Uppvidinge, Kronobergs län, Götaland, Sweden\"",\""class\"":\""place\"",\""type\"":\""neighbourhood\"",\""importance\"":0.31}","Norrhult","{\""place_id\"":\""17883056\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""1764086499\"",\""boundingbox\"":[\""57.1235612\"",\""57.1236612\"",\""15.1706834\"",\""15.1707834\""],\""lat\"":\""57.1236112\"",\""lon\"":\""15.1707334\"",\""display_name\"":\""Norrhult, Norrhult-Klavreström, Uppvidinge, Kronobergs län, Götaland, Sweden\"",\""class\"":\""place\"",\""type\"":\""neighbourhood\"",\""importance\"":0.31}","1962","1"
"2009_4_7","Next3","sv.wikipedia.org/wiki/Next3","-",,"-",,"-","1"
"2009_4_8","Malena Ernman","sv.wikipedia.org/wiki/Malena_Ernman","Uppsala","{\""place_id\"":\""121150\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""25735371\"",\""boundingbox\"":[\""59.6994126\"",\""60.0194126\"",\""17.48112\"",\""17.80112\""],\""lat\"":\""59.8594126\"",\""lon\"":\""17.64112\"",\""display_name\"":\""Uppsala, Uppsala län, Landskapet Uppland, Uppsala län, Svealand, Sweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.52621055288419,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","Kungsholmen","{\""place_id\"":\""46356233\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""way\"",\""osm_id\"":\""5004124\"",\""boundingbox\"":[\""59.3246223\"",\""59.3408692\"",\""17.9956757\"",\""18.0563807\""],\""lat\"":\""59.3327422\"",\""lon\"":\""18.0237719001171\"",\""display_name\"":\""Kungsholmen, Stockholm, Stockholms län, Landskapet Uppland, Stockholms län, Svealand, Sweden\"",\""class\"":\""place\"",\""type\"":\""island\"",\""importance\"":0.5639497173667}","1970","0"
"2010_1_1","Ola Svensson","sv.wikipedia.org/wiki/Ola_Svensson","Lund","{\""place_id\"":\""127990931\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""relation\"",\""osm_id\"":\""2468628\"",\""boundingbox\"":[\""55.678392\"",\""55.7398345\"",\""13.1401854\"",\""13.263408\""],\""lat\"":\""55.7029296\"",\""lon\"":\""13.1929449\"",\""display_name\"":\""Lund, Lund Municipality, Skåne län, Götaland, Schweden\"",\""class\"":\""boundary\"",\""type\"":\""administrative\"",\""importance\"":0.69172748417765,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_boundary_administrative.p.20.png\""}","Stockholm","{\""place_id\"":\""125949\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""25929985\"",\""boundingbox\"":[\""59.1651172\"",\""59.4851172\"",\""17.9110935\"",\""18.2310935\""],\""lat\"":\""59.3251172\"",\""lon\"":\""18.0710935\"",\""display_name\"":\""Stockholm, Stockholms kommun, Stockholms län, Landskapet Uppland, Stockholms län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.57740567145506,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","1986","0"
"2010_1_2","Jenny Silver","sv.wikipedia.org/wiki/Jenny_Silver","Helsingborg","{\""place_id\"":\""109109\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""15412058\"",\""boundingbox\"":[\""55.8841984\"",\""56.2041984\"",\""12.5440684\"",\""12.8640684\""],\""lat\"":\""56.0441984\"",\""lon\"":\""12.7040684\"",\""display_name\"":\""Helsingborg, Helsingborgs kommun, Skåne län, Götaland, Schweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.49196663985416,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","Göteborg","{\""place_id\"":\""125492\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""25930131\"",\""boundingbox\"":[\""57.5472326\"",\""57.8672326\"",\""11.8070171\"",\""12.1270171\""],\""lat\"":\""57.7072326\"",\""lon\"":\""11.9670171\"",\""display_name\"":\""Göteborg, Göteborgs kommun, Västra Götalands län, Götaland, Schweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.80028667932442,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","1974","0"
"2010_1_3","Linda Pritchard","sv.wikipedia.org/wiki/Linda_Pritchard","Vällingby","{\""place_id\"":\""768090\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""266746126\"",\""boundingbox\"":[\""59.3459643\"",\""59.3859643\"",\""17.8516341\"",\""17.8916341\""],\""lat\"":\""59.3659643\"",\""lon\"":\""17.8716341\"",\""display_name\"":\""Vällingby, Stockholm, Stockholms kommun, Stockholms län, Landskapet Uppland, Stockholms län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""suburb\"",\""importance\"":0.47816821007254,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_village.p.20.png\""}","Stockholm","{\""place_id\"":\""125949\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""25929985\"",\""boundingbox\"":[\""59.1651172\"",\""59.4851172\"",\""17.9110935\"",\""18.2310935\""],\""lat\"":\""59.3251172\"",\""lon\"":\""18.0710935\"",\""display_name\"":\""Stockholm, Stockholms kommun, Stockholms län, Landskapet Uppland, Stockholms län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.57740567145506,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","1983","0"
"2010_1_4","Pain of Salvation","sv.wikipedia.org/wiki/Pain_of_Salvation","Eskilstuna","{\""place_id\"":\""150913\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""28898845\"",\""boundingbox\"":[\""59.2117379\"",\""59.5317379\"",\""16.3451474\"",\""16.6651474\""],\""lat\"":\""59.3717379\"",\""lon\"":\""16.5051474\"",\""display_name\"":\""Eskilstuna, Eskilstuna kommun, Södermanlands län, Landskapet Södermanland, Södermanlands län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.63693994074125,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","Eskilstuna","{\""place_id\"":\""150913\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""28898845\"",\""boundingbox\"":[\""59.2117379\"",\""59.5317379\"",\""16.3451474\"",\""16.6651474\""],\""lat\"":\""59.3717379\"",\""lon\"":\""16.5051474\"",\""display_name\"":\""Eskilstuna, Eskilstuna kommun, Södermanlands län, Landskapet Södermanland, Södermanlands län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.63693994074125,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","1991","1"
"2010_1_5","Anders Ekborg","sv.wikipedia.org/wiki/Anders_Ekborg","Stockholm","{\""place_id\"":\""125949\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""25929985\"",\""boundingbox\"":[\""59.1651172\"",\""59.4851172\"",\""17.9110935\"",\""18.2310935\""],\""lat\"":\""59.3251172\"",\""lon\"":\""18.0710935\"",\""display_name\"":\""Stockholm, Stockholms kommun, Stockholms län, Landskapet Uppland, Stockholms län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.57740567145506,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","Nacka","{\""place_id\"":\""811120\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""276047511\"",\""boundingbox\"":[\""59.2699477\"",\""59.3499477\"",\""18.1277049\"",\""18.2077049\""],\""lat\"":\""59.3099477\"",\""lon\"":\""18.1677049\"",\""display_name\"":\""Nacka, Nacka kommun, Landskapet Södermanland, Stockholms län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""town\"",\""importance\"":0.41,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_town.p.20.png\""}","1960","0"
"2010_1_7","Frispråkarn","sv.wikipedia.org/wiki/Frispr%C3%A5karn","Sollentuna","{\""place_id\"":\""166936\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""31066580\"",\""boundingbox\"":[\""59.3893164\"",\""59.4693164\"",\""17.9100556\"",\""17.9900556\""],\""lat\"":\""59.4293164\"",\""lon\"":\""17.9500556\"",\""display_name\"":\""Sollentuna, Sollentuna kommun, Stockholms län, Landskapet Uppland, Stockholms län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""town\"",\""importance\"":0.41,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_town.p.20.png\""}","Sundbyberg","{\""place_id\"":\""243587\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""54522077\"",\""boundingbox\"":[\""59.3297347\"",\""59.4097347\"",\""17.9183631\"",\""17.9983631\""],\""lat\"":\""59.3697347\"",\""lon\"":\""17.9583631\"",\""display_name\"":\""Sundbyberg, Sundbybergs kommun, Stockholms län, Landskapet Uppland, Stockholms län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""town\"",\""importance\"":0.41,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_town.p.20.png\""}","1980","0"
"2010_1_8","Salem Al Fakir","sv.wikipedia.org/wiki/Salem_Al_Fakir","Huddinge","{\""place_id\"":\""21974500\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""2236313278\"",\""boundingbox\"":[\""59.1893827\"",\""59.2693827\"",\""17.9348815\"",\""18.0148815\""],\""lat\"":\""59.2293827\"",\""lon\"":\""17.9748815\"",\""display_name\"":\""Huddinge, Huddinge kommun, Landskapet Södermanland, Stockholms län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""town\"",\""importance\"":0.41,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_town.p.20.png\""}","Stockholm","{\""place_id\"":\""125949\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""25929985\"",\""boundingbox\"":[\""59.1651172\"",\""59.4851172\"",\""17.9110935\"",\""18.2310935\""],\""lat\"":\""59.3251172\"",\""lon\"":\""18.0710935\"",\""display_name\"":\""Stockholm, Stockholms kommun, Stockholms län, Landskapet Uppland, Stockholms län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.57740567145506,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","1981","0"
"2010_2_1","Eric Saade","sv.wikipedia.org/wiki/Eric_Saade","Kattarp","{\""place_id\"":\""17298259\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""1756526919\"",\""boundingbox\"":[\""56.1204483\"",\""56.1604483\"",\""12.7700546\"",\""12.8100546\""],\""lat\"":\""56.1404483\"",\""lon\"":\""12.7900546\"",\""display_name\"":\""Kattarp, Helsingborgs kommun, Skåne län, Götaland, Schweden\"",\""class\"":\""place\"",\""type\"":\""village\"",\""importance\"":0.385,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_village.p.20.png\""}","Stockholm","{\""place_id\"":\""125949\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""25929985\"",\""boundingbox\"":[\""59.1651172\"",\""59.4851172\"",\""17.9110935\"",\""18.2310935\""],\""lat\"":\""59.3251172\"",\""lon\"":\""18.0710935\"",\""display_name\"":\""Stockholm, Stockholms kommun, Stockholms län, Landskapet Uppland, Stockholms län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.57740567145506,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","1990","0"
"2010_2_2","Andra Generationen & Dogge Doggelito","sv.wikipedia.org/wiki/Andra_Generationen & sv.wikipedia.org/wiki/Dogge_Doggelito","Makedonien","{\""place_id\"":\""127323505\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""relation\"",\""osm_id\"":\""53293\"",\""boundingbox\"":[\""40.8545226\"",\""42.3735359\"",\""20.4532236\"",\""23.034051\""],\""lat\"":\""41.6171214\"",\""lon\"":\""21.7168387\"",\""display_name\"":\""Mazedonien\"",\""class\"":\""boundary\"",\""type\"":\""administrative\"",\""importance\"":0.68750564894736,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_boundary_administrative.p.20.png\""}","Göteborg","{\""place_id\"":\""125492\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""25930131\"",\""boundingbox\"":[\""57.5472326\"",\""57.8672326\"",\""11.8070171\"",\""12.1270171\""],\""lat\"":\""57.7072326\"",\""lon\"":\""11.9670171\"",\""display_name\"":\""Göteborg, Göteborgs kommun, Västra Götalands län, Götaland, Schweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.80028667932442,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","1988","1"
"2010_2_3","Anna-Maria Espinosa","sv.wikipedia.org/wiki/Anna-Maria_Espinosa","Stöde","{\""place_id\"":\""4189331\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""450909156\"",\""boundingbox\"":[\""62.3977768\"",\""62.4377768\"",\""16.5582727\"",\""16.5982727\""],\""lat\"":\""62.4177768\"",\""lon\"":\""16.5782727\"",\""display_name\"":\""Stöde, Sundsvalls kommun, Västernorrlands län, Norrland, Schweden\"",\""class\"":\""place\"",\""type\"":\""village\"",\""importance\"":0.385,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_village.p.20.png\""}","Hägersten","{\""place_id\"":\""4095819\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""442722900\"",\""boundingbox\"":[\""59.2822286\"",\""59.3222286\"",\""17.9450782\"",\""17.9850782\""],\""lat\"":\""59.3022286\"",\""lon\"":\""17.9650782\"",\""display_name\"":\""Hägersten, Stockholm, Stockholms kommun, Landskapet Södermanland, Stockholms län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""suburb\"",\""importance\"":0.3287004523946,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_village.p.20.png\""}","1979","0"
"2010_2_4","Highlights & MiSt","sv.wikipedia.org/wiki/Highlights & sv.wikipedia.org/wiki/MiSt","-",,"-",,"2004","1"
"2010_2_5","Pauline","sv.wikipedia.org/wiki/Pauline_Kamusewu","Harare","{\""place_id\"":\""878363\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""282335934\"",\""boundingbox\"":[\""-17.9917726\"",\""-17.6717726\"",\""30.8856859\"",\""31.2056859\""],\""lat\"":\""-17.8317726\"",\""lon\"":\""31.0456859\"",\""display_name\"":\""Harare, Harare Province, Simbabwe\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.69655727561281,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","Älmhult","{\""place_id\"":\""6926655\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""755927892\"",\""boundingbox\"":[\""56.5112883\"",\""56.5912883\"",\""14.0991762\"",\""14.1791762\""],\""lat\"":\""56.5512883\"",\""lon\"":\""14.1391762\"",\""display_name\"":\""Älmhult, Älmhults kommun, Kronobergs län, Götaland, Schweden\"",\""class\"":\""place\"",\""type\"":\""town\"",\""importance\"":0.41,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_town.p.20.png\""}","1982","0"
"2010_2_7","Kalle Moraeus & Orsa Spelmän","sv.wikipedia.org/wiki/Kalle_Moraeus & sv.wikipedia.org/wiki/Orsa_Spelm%C3%A4n","Orsa","{\""place_id\"":\""131291\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""26502337\"",\""boundingbox\"":[\""61.079208\"",\""61.159208\"",\""14.5821662\"",\""14.6621662\""],\""lat\"":\""61.119208\"",\""lon\"":\""14.6221662\"",\""display_name\"":\""Orsa, Orsa kommun, Dalecarlia, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""town\"",\""importance\"":0.48965970416506,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_town.p.20.png\""}","Orsa","{\""place_id\"":\""131291\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""26502337\"",\""boundingbox\"":[\""61.079208\"",\""61.159208\"",\""14.5821662\"",\""14.6621662\""],\""lat\"":\""61.119208\"",\""lon\"":\""14.6221662\"",\""display_name\"":\""Orsa, Orsa kommun, Dalecarlia, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""town\"",\""importance\"":0.48965970416506,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_town.p.20.png\""}","1963","0"
"2010_2_8","Hanna Lindblad","sv.wikipedia.org/wiki/Hanna_Lindblad","Motala","{\""place_id\"":\""3719163\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""410426765\"",\""boundingbox\"":[\""58.5020395\"",\""58.5820395\"",\""15.001261\"",\""15.081261\""],\""lat\"":\""58.5420395\"",\""lon\"":\""15.041261\"",\""display_name\"":\""Motala, Motala kommun, Östergötlands län, Landskapet Östergötland, Östergötlands län, Götaland, Schweden\"",\""class\"":\""place\"",\""type\"":\""town\"",\""importance\"":0.41,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_town.p.20.png\""}","Västra Frölunda","{\""place_id\"":\""3479719\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""373092110\"",\""boundingbox\"":[\""57.6373915\"",\""57.6773915\"",\""11.8901019\"",\""11.9301019\""],\""lat\"":\""57.6573915\"",\""lon\"":\""11.9101019\"",\""display_name\"":\""Västra Frölunda, Askim-Frölunda-Högsbo, Göteborg, Göteborgs kommun, Göteborgs och Bohus län, Västra Götalands län, Götaland, 42147, Schweden\"",\""class\"":\""place\"",\""type\"":\""suburb\"",\""importance\"":0.45,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_village.p.20.png\""}","1980","0"
"2010_3_2","Johannes Bah Kuhnke","sv.wikipedia.org/wiki/Johannes_Bah_Kuhnke","Strömsund","{\""place_id\"":\""161593\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""29922884\"",\""boundingbox\"":[\""63.8116664\"",\""63.8916664\"",\""15.5182353\"",\""15.5982353\""],\""lat\"":\""63.8516664\"",\""lon\"":\""15.5582353\"",\""display_name\"":\""Strömsund, Strömsunds kommun, Jämtlands län, Norrland, Schweden\"",\""class\"":\""place\"",\""type\"":\""town\"",\""importance\"":0.48300331552197,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_town.p.20.png\""}","Stockholm","{\""place_id\"":\""125949\"",\""licence\"":\""Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright\"",\""osm_type\"":\""node\"",\""osm_id\"":\""25929985\"",\""boundingbox\"":[\""59.1651172\"",\""59.4851172\"",\""17.9110935\"",\""18.2310935\""],\""lat\"":\""59.3251172\"",\""lon\"":\""18.0710935\"",\""display_name\"":\""Stockholm, Stockholms kommun, Stockholms län, Landskapet Uppland, Stockholms län, Svealand, Schweden\"",\""class\"":\""place\"",\""type\"":\""city\"",\""importance\"":0.57740567145506,\""icon\"":\""http://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png\""}","1972","0"
